2025-12-15 15:22:11 | INFO     | browser_controller:__init__:34 - ✓ ChromeDriver detectado: /Users/omarmaldonado/Desktop/proxys/proyectofinal/agent/chromedriver
2025-12-15 15:26:11 | DEBUG    | websocket_client:_heartbeat_loop:282 - 💓 Heartbeat
2025-12-15 15:26:11 | DEBUG    | websocket_client:_handle_message:129 - 📨 Received: heartbeat_ack
2025-12-15 15:26:11 | DEBUG    | websocket_client:_handle_message:144 - 💓 Heartbeat OK
2025-12-15 15:26:41 | DEBUG    | websocket_client:_heartbeat_loop:282 - 💓 Heartbeat
2025-12-15 15:26:41 | DEBUG    | websocket_client:_handle_message:129 - 📨 Received: heartbeat_ack
2025-12-15 15:26:41 | DEBUG    | websocket_client:_handle_message:144 - 💓 Heartbeat OK
2025-12-15 15:27:11 | DEBUG    | websocket_client:_heartbeat_loop:282 - 💓 Heartbeat
2025-12-15 15:27:11 | DEBUG    | websocket_client:_handle_message:129 - 📨 Received: heartbeat_ack
2025-12-15 15:27:11 | DEBUG    | websocket_client:_handle_message:144 - 💓 Heartbeat OK
2025-12-15 15:27:41 | DEBUG    | websocket_client:_heartbeat_loop:282 - 💓 Heartbeat
2025-12-15 15:27:41 | DEBUG    | websocket_client:_handle_message:129 - 📨 Received: heartbeat_ack
2025-12-15 15:27:41 | DEBUG    | websocket_client:_handle_message:144 - 💓 Heartbeat OK
2025-12-15 15:28:11 | DEBUG    | websocket_client:_heartbeat_loop:282 - 💓 Heartbeat
2025-12-15 15:28:11 | DEBUG    | websocket_client:_handle_message:129 - 📨 Received: heartbeat_ack
2025-12-15 15:28:11 | DEBUG    | websocket_client:_handle_message:144 - 💓 Heartbeat OK
2025-12-15 15:28:41 | DEBUG    | websocket_client:_heartbeat_loop:282 - 💓 Heartbeat
2025-12-15 15:28:41 | DEBUG    | websocket_client:_handle_message:129 - 📨 Received: heartbeat_ack
2025-12-15 15:28:41 | DEBUG    | websocket_client:_handle_message:144 - 💓 Heartbeat OK
2025-12-15 15:29:11 | DEBUG    | websocket_client:_heartbeat_loop:282 - 💓 Heartbeat
2025-12-15 15:29:11 | DEBUG    | websocket_client:_handle_message:129 - 📨 Received: heartbeat_ack
2025-12-15 15:29:11 | DEBUG    | websocket_client:_handle_message:144 - 💓 Heartbeat OK
2025-12-15 15:29:41 | DEBUG    | websocket_client:_heartbeat_loop:282 - 💓 Heartbeat
2025-12-15 15:29:41 | DEBUG    | websocket_client:_handle_message:129 - 📨 Received: heartbeat_ack
2025-12-15 15:29:41 | DEBUG    | websocket_client:_handle_message:144 - 💓 Heartbeat OK
2025-12-15 15:30:11 | DEBUG    | websocket_client:_heartbeat_loop:282 - 💓 Heartbeat
2025-12-15 15:30:11 | DEBUG    | websocket_client:_handle_message:129 - 📨 Received: heartbeat_ack
2025-12-15 15:30:11 | DEBUG    | websocket_client:_handle_message:144 - 💓 Heartbeat OK
2025-12-15 15:30:41 | DEBUG    | websocket_client:_heartbeat_loop:282 - 💓 Heartbeat
2025-12-15 15:30:41 | DEBUG    | websocket_client:_handle_message:129 - 📨 Received: heartbeat_ack
2025-12-15 15:30:41 | DEBUG    | websocket_client:_handle_message:144 - 💓 Heartbeat OK
2025-12-15 15:31:11 | DEBUG    | websocket_client:_heartbeat_loop:282 - 💓 Heartbeat
2025-12-15 15:31:11 | DEBUG    | websocket_client:_handle_message:129 - 📨 Received: heartbeat_ack
2025-12-15 15:31:11 | DEBUG    | websocket_client:_handle_message:144 - 💓 Heartbeat OK
2025-12-15 15:31:41 | DEBUG    | websocket_client:_heartbeat_loop:282 - 💓 Heartbeat
2025-12-15 15:31:41 | DEBUG    | websocket_client:_handle_message:129 - 📨 Received: heartbeat_ack
2025-12-15 15:31:41 | DEBUG    | websocket_client:_handle_message:144 - 💓 Heartbeat OK
2025-12-15 15:32:11 | DEBUG    | websocket_client:_heartbeat_loop:282 - 💓 Heartbeat
2025-12-15 15:32:11 | DEBUG    | websocket_client:_handle_message:129 - 📨 Received: heartbeat_ack
2025-12-15 15:32:11 | DEBUG    | websocket_client:_handle_message:144 - 💓 Heartbeat OK
2025-12-15 15:32:41 | DEBUG    | websocket_client:_heartbeat_loop:282 - 💓 Heartbeat
2025-12-15 15:32:41 | DEBUG    | websocket_client:_handle_message:129 - 📨 Received: heartbeat_ack
2025-12-15 15:32:41 | DEBUG    | websocket_client:_handle_message:144 - 💓 Heartbeat OK
2025-12-15 15:33:11 | DEBUG    | websocket_client:_heartbeat_loop:282 - 💓 Heartbeat
2025-12-15 15:33:11 | DEBUG    | websocket_client:_handle_message:129 - 📨 Received: heartbeat_ack
2025-12-15 15:33:11 | DEBUG    | websocket_client:_handle_message:144 - 💓 Heartbeat OK
2025-12-15 15:33:41 | DEBUG    | websocket_client:_heartbeat_loop:282 - 💓 Heartbeat
2025-12-15 15:33:41 | DEBUG    | websocket_client:_handle_message:129 - 📨 Received: heartbeat_ack
2025-12-15 15:33:41 | DEBUG    | websocket_client:_handle_message:144 - 💓 Heartbeat OK
2025-12-15 15:34:11 | DEBUG    | websocket_client:_heartbeat_loop:282 - 💓 Heartbeat
2025-12-15 15:34:11 | DEBUG    | websocket_client:_handle_message:129 - 📨 Received: heartbeat_ack
2025-12-15 15:34:11 | DEBUG    | websocket_client:_handle_message:144 - 💓 Heartbeat OK
2025-12-15 15:34:41 | DEBUG    | websocket_client:_heartbeat_loop:282 - 💓 Heartbeat
2025-12-15 15:34:41 | DEBUG    | websocket_client:_handle_message:129 - 📨 Received: heartbeat_ack
2025-12-15 15:34:41 | DEBUG    | websocket_client:_handle_message:144 - 💓 Heartbeat OK
2025-12-15 15:35:11 | DEBUG    | websocket_client:_heartbeat_loop:282 - 💓 Heartbeat
2025-12-15 15:35:11 | DEBUG    | websocket_client:_handle_message:129 - 📨 Received: heartbeat_ack
2025-12-15 15:35:11 | DEBUG    | websocket_client:_handle_message:144 - 💓 Heartbeat OK
2025-12-15 15:35:41 | DEBUG    | websocket_client:_heartbeat_loop:282 - 💓 Heartbeat
2025-12-15 15:35:41 | DEBUG    | websocket_client:_handle_message:129 - 📨 Received: heartbeat_ack
2025-12-15 15:35:41 | DEBUG    | websocket_client:_handle_message:144 - 💓 Heartbeat OK
2025-12-15 15:36:11 | DEBUG    | websocket_client:_heartbeat_loop:282 - 💓 Heartbeat
2025-12-15 15:36:11 | DEBUG    | websocket_client:_handle_message:129 - 📨 Received: heartbeat_ack
2025-12-15 15:36:11 | DEBUG    | websocket_client:_handle_message:144 - 💓 Heartbeat OK
2025-12-15 15:36:41 | DEBUG    | websocket_client:_heartbeat_loop:282 - 💓 Heartbeat
2025-12-15 15:36:41 | DEBUG    | websocket_client:_handle_message:129 - 📨 Received: heartbeat_ack
2025-12-15 15:36:41 | DEBUG    | websocket_client:_handle_message:144 - 💓 Heartbeat OK
2025-12-15 15:37:11 | DEBUG    | websocket_client:_heartbeat_loop:282 - 💓 Heartbeat
2025-12-15 15:37:11 | DEBUG    | websocket_client:_handle_message:129 - 📨 Received: heartbeat_ack
2025-12-15 15:37:11 | DEBUG    | websocket_client:_handle_message:144 - 💓 Heartbeat OK
2025-12-15 15:37:41 | DEBUG    | websocket_client:_heartbeat_loop:282 - 💓 Heartbeat
2025-12-15 15:37:41 | DEBUG    | websocket_client:_handle_message:129 - 📨 Received: heartbeat_ack
2025-12-15 15:37:41 | DEBUG    | websocket_client:_handle_message:144 - 💓 Heartbeat OK
2025-12-15 15:38:11 | DEBUG    | websocket_client:_heartbeat_loop:282 - 💓 Heartbeat
2025-12-15 15:38:11 | DEBUG    | websocket_client:_handle_message:129 - 📨 Received: heartbeat_ack
2025-12-15 15:38:11 | DEBUG    | websocket_client:_handle_message:144 - 💓 Heartbeat OK
2025-12-15 15:38:41 | DEBUG    | websocket_client:_heartbeat_loop:282 - 💓 Heartbeat
2025-12-15 15:38:41 | DEBUG    | websocket_client:_handle_message:129 - 📨 Received: heartbeat_ack
2025-12-15 15:38:41 | DEBUG    | websocket_client:_handle_message:144 - 💓 Heartbeat OK
2025-12-15 15:39:11 | DEBUG    | websocket_client:_heartbeat_loop:282 - 💓 Heartbeat
2025-12-15 15:39:11 | DEBUG    | websocket_client:_handle_message:129 - 📨 Received: heartbeat_ack
2025-12-15 15:39:11 | DEBUG    | websocket_client:_handle_message:144 - 💓 Heartbeat OK
2025-12-15 15:39:41 | DEBUG    | websocket_client:_heartbeat_loop:282 - 💓 Heartbeat
2025-12-15 15:39:41 | DEBUG    | websocket_client:_handle_message:129 - 📨 Received: heartbeat_ack
2025-12-15 15:39:41 | DEBUG    | websocket_client:_handle_message:144 - 💓 Heartbeat OK
2025-12-15 15:40:11 | DEBUG    | websocket_client:_heartbeat_loop:282 - 💓 Heartbeat
2025-12-15 15:40:11 | DEBUG    | websocket_client:_handle_message:129 - 📨 Received: heartbeat_ack
2025-12-15 15:40:11 | DEBUG    | websocket_client:_handle_message:144 - 💓 Heartbeat OK
2025-12-15 15:40:41 | DEBUG    | websocket_client:_heartbeat_loop:282 - 💓 Heartbeat
2025-12-15 15:40:41 | DEBUG    | websocket_client:_handle_message:129 - 📨 Received: heartbeat_ack
2025-12-15 15:40:41 | DEBUG    | websocket_client:_handle_message:144 - 💓 Heartbeat OK
2025-12-15 15:41:11 | DEBUG    | websocket_client:_heartbeat_loop:282 - 💓 Heartbeat
2025-12-15 15:41:11 | DEBUG    | websocket_client:_handle_message:129 - 📨 Received: heartbeat_ack
2025-12-15 15:41:11 | DEBUG    | websocket_client:_handle_message:144 - 💓 Heartbeat OK
2025-12-15 15:41:13 | INFO     | __main__:handle_signal:168 - Received signal 2
2025-12-15 15:41:14 | INFO     | __main__:handle_signal:168 - Received signal 2
2025-12-15 15:41:31 | INFO     | __main__:stop:150 - Stopping agent...
2025-12-15 15:41:31 | INFO     | websocket_client:disconnect:322 - Disconnecting...
2025-12-15 15:41:31 | DEBUG    | websocket_client:_heartbeat_loop:288 - Heartbeat stopped
2025-12-15 15:41:31 | INFO     | websocket_client:connect:65 - Listen task cancelled
2025-12-15 15:41:31 | WARNING  | websocket_client:connect:68 - Connection closed, will reconnect...
2025-12-15 15:41:31 | INFO     | websocket_client:disconnect:340 - ✅ Disconnected
2025-12-15 15:41:31 | INFO     | __main__:stop:162 - Agent uptime: 0:19:20.403642
2025-12-15 15:41:31 | INFO     | __main__:stop:164 - ✅ Agent stopped
2025-12-15 15:41:31 | INFO     | websocket_client:connect:103 - Reconnecting in 5 seconds...
2025-12-15 15:41:36 | INFO     | websocket_client:connect:44 - Connecting to: ws://192.168.18.140:8000/api/v1/warming/ws/1?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxIiwidHlwZSI6ImFnZW50IiwiY29tcHV0ZXJfaWQiOjEsImNvbXB1dGVyX25hbWUiOiJtYWMyIiwiaWF0IjoxNzY1NDEwNTk0fQ.ENeJZ2MaT0uNtxY_zWWwgyvu-2tn0f9664-bbxpYyEc
2025-12-15 15:41:36 | INFO     | websocket_client:connect:55 - ✅ Connected to orchestrator!
2025-12-15 15:41:36 | DEBUG    | websocket_client:_handle_message:129 - 📨 Received: connected
2025-12-15 15:41:36 | INFO     | websocket_client:_handle_message:132 - ✅ Connected to orchestrator
2025-12-15 15:42:06 | DEBUG    | websocket_client:_heartbeat_loop:282 - 💓 Heartbeat
2025-12-15 15:42:06 | DEBUG    | websocket_client:_handle_message:129 - 📨 Received: heartbeat_ack
2025-12-15 15:42:06 | DEBUG    | websocket_client:_handle_message:144 - 💓 Heartbeat OK
2025-12-15 15:42:36 | DEBUG    | websocket_client:_heartbeat_loop:282 - 💓 Heartbeat
2025-12-15 15:42:36 | DEBUG    | websocket_client:_handle_message:129 - 📨 Received: heartbeat_ack
2025-12-15 15:42:36 | DEBUG    | websocket_client:_handle_message:144 - 💓 Heartbeat OK
2025-12-15 15:43:06 | DEBUG    | websocket_client:_heartbeat_loop:282 - 💓 Heartbeat
2025-12-15 15:43:06 | DEBUG    | websocket_client:_handle_message:129 - 📨 Received: heartbeat_ack
2025-12-15 15:43:06 | DEBUG    | websocket_client:_handle_message:144 - 💓 Heartbeat OK
2025-12-15 15:43:31 | DEBUG    | websocket_client:_handle_message:129 - 📨 Received: execute_warming
2025-12-15 15:43:31 | INFO     | websocket_client:_execute_warming:162 - 🔥 Executing warming: execution_id=86, profile=k17t29yx
2025-12-15 15:43:31 | INFO     | warming_executor:_execute_warming:86 - Starting warming: execution_id=86
2025-12-15 15:43:31 | INFO     | browser_controller:open_browser:52 - 🌐 Opening browser for profile k17t29yx
2025-12-15 15:43:31 | INFO     | browser_controller:open_browser:54 - DEBUG ADS URL: http://192.168.18.140:50325
2025-12-15 15:43:31 | INFO     | browser_controller:open_browser:55 - DEBUG CONFIG ID: 4348541024
2025-12-15 15:43:44 | INFO     | browser_controller:open_browser:77 - ✓ Browser opened on port 51196
2025-12-15 15:43:44 | DEBUG    | websocket_client:_heartbeat_loop:282 - 💓 Heartbeat
2025-12-15 15:43:44 | DEBUG    | websocket_client:_handle_message:129 - 📨 Received: heartbeat_ack
2025-12-15 15:43:44 | DEBUG    | websocket_client:_handle_message:144 - 💓 Heartbeat OK
2025-12-15 15:43:48 | DEBUG    | browser_controller:open_browser:91 - ✓ Port 51196 responding
2025-12-15 15:43:48 | DEBUG    | browser_controller:open_browser:114 - Connecting Selenium (attempt 1)...
2025-12-15 15:43:49 | INFO     | browser_controller:open_browser:119 - ✓ Selenium connected to port 51196
2025-12-15 15:43:49 | DEBUG    | browser_controller:_prepare_browser_safe:173 - Preparing browser for profile k17t29yx
2025-12-15 15:43:50 | INFO     | browser_controller:_prepare_browser_safe:188 - ✓ Browser prepared for profile k17t29yx
2025-12-15 15:43:50 | INFO     | browser_controller:open_browser:141 - ✅ Browser ready for profile k17t29yx
2025-12-15 15:43:50 | INFO     | websocket_client:_send_progress:213 - 🟢 EVENT: execution_started - Warming execution started
2025-12-15 15:43:50 | DEBUG    | action_executor:execute_action:128 - Executing action: navigate
2025-12-15 15:43:50 | INFO     | action_executor:_navigate:201 - 🌐 Navigating to: https://en.wikipedia.org/wiki/Sports_analytics
2025-12-15 15:43:53 | DEBUG    | action_executor:_navigate:212 - Navigation completed (full load)
2025-12-15 15:43:53 | DEBUG    | action_executor:_navigate:240 - ✓ Body element found
2025-12-15 15:43:55 | INFO     | action_executor:_navigate:281 - ✅ Navigation complete
2025-12-15 15:43:55 | DEBUG    | action_executor:_navigate:282 -   Current URL: https://en.wikipedia.org/wiki/Sports_analytics
2025-12-15 15:43:55 | DEBUG    | action_executor:_navigate:283 -   Page title: Sports analytics - Wikipedia
2025-12-15 15:43:59 | DEBUG    | action_executor:execute_action:128 - Executing action: wait
2025-12-15 15:44:04 | DEBUG    | action_executor:_wait:555 - ✓ Waited 5s
2025-12-15 15:44:04 | DEBUG    | action_executor:execute_action:128 - Executing action: scroll
2025-12-15 15:44:06 | DEBUG    | action_executor:_scroll:545 - ✓ Scrolled down 300px
2025-12-15 15:44:06 | DEBUG    | action_executor:execute_action:128 - Executing action: navigate
2025-12-15 15:44:06 | INFO     | action_executor:_navigate:201 - 🌐 Navigating to: https://en.wikipedia.org/wiki/Sports_betting
2025-12-15 15:44:07 | DEBUG    | action_executor:_navigate:212 - Navigation completed (full load)
2025-12-15 15:44:08 | DEBUG    | action_executor:_navigate:240 - ✓ Body element found
2025-12-15 15:44:10 | INFO     | action_executor:_navigate:281 - ✅ Navigation complete
2025-12-15 15:44:10 | DEBUG    | action_executor:_navigate:282 -   Current URL: https://en.wikipedia.org/wiki/Sports_betting
2025-12-15 15:44:10 | DEBUG    | action_executor:_navigate:283 -   Page title: Sports betting - Wikipedia
2025-12-15 15:44:13 | ERROR    | websocket_client:_send_progress:209 - 🔴 CRITICAL EVENT: ip_blocked - IP blocked or access denied
2025-12-15 15:44:13 | DEBUG    | warming_executor:_send_detected_event_smart:312 - Event deduplicated: ip_blocked
2025-12-15 15:44:13 | DEBUG    | action_executor:execute_action:128 - Executing action: wait
2025-12-15 15:44:14 | DEBUG    | websocket_client:_heartbeat_loop:282 - 💓 Heartbeat
2025-12-15 15:44:14 | DEBUG    | websocket_client:_handle_message:129 - 📨 Received: heartbeat_ack
2025-12-15 15:44:14 | DEBUG    | websocket_client:_handle_message:144 - 💓 Heartbeat OK
2025-12-15 15:44:18 | DEBUG    | action_executor:_wait:555 - ✓ Waited 5s
2025-12-15 15:44:19 | DEBUG    | warming_executor:_send_detected_event_smart:312 - Event deduplicated: ip_blocked
2025-12-15 15:44:19 | DEBUG    | warming_executor:_send_detected_event_smart:312 - Event deduplicated: ip_blocked
2025-12-15 15:44:19 | DEBUG    | action_executor:execute_action:128 - Executing action: navigate
2025-12-15 15:44:19 | INFO     | action_executor:_navigate:201 - 🌐 Navigating to: https://www.livescore.com/en/
2025-12-15 15:44:27 | DEBUG    | action_executor:_navigate:212 - Navigation completed (full load)
2025-12-15 15:44:27 | DEBUG    | action_executor:_navigate:240 - ✓ Body element found
2025-12-15 15:44:29 | INFO     | action_executor:_navigate:281 - ✅ Navigation complete
2025-12-15 15:44:29 | DEBUG    | action_executor:_navigate:282 -   Current URL: https://www.livescore.com/en/
2025-12-15 15:44:29 | DEBUG    | action_executor:_navigate:283 -   Page title: Live Football Scores, Fixtures & Results | LiveScore
2025-12-15 15:44:32 | DEBUG    | action_executor:execute_action:128 - Executing action: wait
2025-12-15 15:44:36 | DEBUG    | action_executor:_wait:555 - ✓ Waited 4s
2025-12-15 15:44:37 | DEBUG    | action_executor:execute_action:128 - Executing action: navigate
2025-12-15 15:44:37 | INFO     | action_executor:_navigate:201 - 🌐 Navigating to: https://www.transfermarkt.com/
2025-12-15 15:44:45 | DEBUG    | action_executor:_navigate:212 - Navigation completed (full load)
2025-12-15 15:44:45 | DEBUG    | action_executor:_navigate:240 - ✓ Body element found
2025-12-15 15:44:45 | DEBUG    | websocket_client:_heartbeat_loop:282 - 💓 Heartbeat
2025-12-15 15:44:45 | DEBUG    | websocket_client:_handle_message:129 - 📨 Received: heartbeat_ack
2025-12-15 15:44:45 | DEBUG    | websocket_client:_handle_message:144 - 💓 Heartbeat OK
2025-12-15 15:44:47 | INFO     | action_executor:_navigate:281 - ✅ Navigation complete
2025-12-15 15:44:47 | DEBUG    | action_executor:_navigate:282 -   Current URL: https://www.transfermarkt.com/
2025-12-15 15:44:47 | DEBUG    | action_executor:_navigate:283 -   Page title: Football transfers, rumours, market values and news | Transfermarkt
2025-12-15 15:44:55 | DEBUG    | action_executor:execute_action:128 - Executing action: wait
2025-12-15 15:45:01 | DEBUG    | action_executor:_wait:555 - ✓ Waited 6s
2025-12-15 15:45:06 | DEBUG    | action_executor:execute_action:128 - Executing action: navigate
2025-12-15 15:45:06 | INFO     | action_executor:_navigate:201 - 🌐 Navigating to: https://www.whoscored.com/
2025-12-15 15:45:17 | DEBUG    | action_executor:_navigate:212 - Navigation completed (full load)
2025-12-15 15:45:17 | DEBUG    | action_executor:_navigate:240 - ✓ Body element found
2025-12-15 15:45:17 | DEBUG    | websocket_client:_heartbeat_loop:282 - 💓 Heartbeat
2025-12-15 15:45:17 | DEBUG    | websocket_client:_handle_message:129 - 📨 Received: heartbeat_ack
2025-12-15 15:45:17 | DEBUG    | websocket_client:_handle_message:144 - 💓 Heartbeat OK
2025-12-15 15:45:19 | INFO     | action_executor:_navigate:281 - ✅ Navigation complete
2025-12-15 15:45:19 | DEBUG    | action_executor:_navigate:282 -   Current URL: https://www.whoscored.com/
2025-12-15 15:45:19 | DEBUG    | action_executor:_navigate:283 -   Page title: Football Statistics | Football Live Scores | WhoScored.com
2025-12-15 15:45:25 | DEBUG    | action_executor:execute_action:128 - Executing action: wait
2025-12-15 15:45:30 | DEBUG    | action_executor:_wait:555 - ✓ Waited 5s
2025-12-15 15:45:32 | DEBUG    | action_executor:execute_action:128 - Executing action: navigate
2025-12-15 15:45:32 | INFO     | action_executor:_navigate:201 - 🌐 Navigating to: https://bet-core.com/
2025-12-15 15:45:44 | DEBUG    | action_executor:_navigate:212 - Navigation completed (full load)
2025-12-15 15:45:44 | DEBUG    | action_executor:_navigate:240 - ✓ Body element found
2025-12-15 15:45:46 | INFO     | action_executor:_navigate:281 - ✅ Navigation complete
2025-12-15 15:45:46 | DEBUG    | action_executor:_navigate:282 -   Current URL: https://bet-core.com/
2025-12-15 15:45:46 | DEBUG    | action_executor:_navigate:283 -   Page title: Apuestas deportivas y casino online ganamosnets Chile Perú Ecuador
2025-12-15 15:45:47 | DEBUG    | websocket_client:_heartbeat_loop:282 - 💓 Heartbeat
2025-12-15 15:45:47 | DEBUG    | websocket_client:_handle_message:129 - 📨 Received: heartbeat_ack
2025-12-15 15:45:47 | DEBUG    | websocket_client:_handle_message:144 - 💓 Heartbeat OK
2025-12-15 15:45:49 | DEBUG    | action_executor:execute_action:128 - Executing action: wait
2025-12-15 15:45:54 | DEBUG    | action_executor:_wait:555 - ✓ Waited 5s
2025-12-15 15:45:54 | DEBUG    | action_executor:execute_action:128 - Executing action: click
2025-12-15 15:45:54 | INFO     | action_executor:_click:327 - 🔍 Looking for (modal-safe): css=a[href*='login']
2025-12-15 15:45:54 | DEBUG    | action_executor:_click:360 - ✅ Element found inside overlay
2025-12-15 15:46:05 | DEBUG    | action_executor:_click:390 - ✅ Executing safe click (no coordinate math)...
2025-12-15 15:46:08 | INFO     | action_executor:_click:401 - ✅ Modal-safe click successful
2025-12-15 15:46:08 | INFO     | action_executor:_take_debug_screenshot:68 - 📸 Screenshot saved: screenshots/debug_after_click_1765831568.png
2025-12-15 15:46:09 | DEBUG    | action_executor:execute_action:128 - Executing action: wait
2025-12-15 15:46:12 | DEBUG    | action_executor:_wait:555 - ✓ Waited 3s
2025-12-15 15:46:12 | DEBUG    | action_executor:execute_action:128 - Executing action: advanced_login
2025-12-15 15:46:12 | INFO     | action_executor_login:execute_login:84 - 🔐 Starting login for service: bet-core
2025-12-15 15:46:12 | INFO     | action_executor_login:execute_login:90 - ✓ Paso 1 completado
2025-12-15 15:46:15 | INFO     | action_executor_login:execute_login:94 - ✓ Paso 2 completado
2025-12-15 15:46:15 | INFO     | action_executor_login:execute_login:98 - ✓ Formulario HTML estándar
2025-12-15 15:46:17 | DEBUG    | websocket_client:_heartbeat_loop:282 - 💓 Heartbeat
2025-12-15 15:46:17 | DEBUG    | websocket_client:_handle_message:129 - 📨 Received: heartbeat_ack
2025-12-15 15:46:17 | DEBUG    | websocket_client:_handle_message:144 - 💓 Heartbeat OK
2025-12-15 15:46:19 | INFO     | action_executor_login:execute_login:114 - ✓ Paso 3 completado - Username field found
2025-12-15 15:46:20 | INFO     | action_executor_login:execute_login:116 - ✓ Paso 4 completado - Username filled
2025-12-15 15:46:23 | INFO     | action_executor_login:execute_login:128 - ✓ Paso 5 completado - Password filled
2025-12-15 15:46:25 | INFO     | action_executor_login:execute_login:139 - ✓ Paso 6 completado - No CAPTCHA detected
2025-12-15 15:46:25 | DEBUG    | action_executor_login:_click_angular_submit:327 - Looking for submit button: button#login-user
2025-12-15 15:46:25 | INFO     | action_executor_login:_click_angular_submit:439 - ✓ Submit button clicked (JavaScript)
2025-12-15 15:46:28 | DEBUG    | action_executor_login:_click_angular_submit:445 - URL after submit: https://bet-core.com/login
2025-12-15 15:46:28 | INFO     | action_executor_login:_click_angular_submit:456 - ✓ Modal closed after submit
2025-12-15 15:46:28 | INFO     | action_executor_login:execute_login:149 - ✅ ENTER enviado al campo password (Angular fallback)
2025-12-15 15:46:28 | INFO     | action_executor_login:execute_login:158 - ✓ Paso 7 completado - Submit clicked
2025-12-15 15:46:38 | INFO     | action_executor:_execute_action_internal:178 - Login result: success=False, message=Wrong credentials
